Value,Housing,Area,Area Code,Year,Quarter
108687.37194321107,First time buyers,North East,E12000001,2007.0,Q3
181203634468673,Former owner occupiers,North East,E12000001,2007.0,Q3
196754.13757567664,New dwellings,North East,E12000001,2007.0,Q4
151991.26103860524,Other dwellings,North East,E12000001,2007.0,Q4
155520.2541545648,All dwellings,North East,E12000001,2007.0,Q4
109491.60670827261,First time buyers,North East,E12000001,2007.0,Q4
182995.48378754314,Former owner occupiers,North East,E12000001,2007.0,Q4
197227.29148629148,New dwellings,North East,E12000001,2008.0,Q1
151933.3885626806,Other dwellings,North East,E12000001,2008.0,Q1
154427.14881337114,All dwellings,North East,E12000001,2008.0,Q1
1075633912545748,First time buyers,North East,E12000001,2008.0,Q1
182029.43562096675,Former owner occupiers,North East,E12000001,2008.0,Q1
200088.43850940725,New dwellings,North East,E12000001,2008.0,Q2
158816.66733392794,Other dwellings,North East,E12000001,2008.0,Q2
1624214100543968,All dwellings,North East,E12000001,2008.0,Q2
113948.7982056893,First time buyers,North East,E12000001,2008.0,Q2
18859123371528,Former owner occupiers,North East,E12000001,2008.0,Q2
206714.86223646722,New dwellings,North East,E12000001,2008.0,Q3
157182.89789126662,Other dwellings,North East,E12000001,2008.0,Q3
160625.17729453885,All dwellings,North East,E12000001,2008.0,Q3
114697.84162995941,First time buyers,North East,E12000001,2008.0,Q3
183151.727092933,Former owner occupiers,North East,E12000001,2008.0,Q3
188198.92250141487,New dwellings,North East,E12000001,2008.0,Q4
154030.9738292829,Other dwellings,North East,E12000001,2008.0,Q4
156654.93504991708,All dwellings,North East,E12000001,2008.0,Q4
112520.82411616162,First time buyers,North East,E12000001,2008.0,Q4
178869.76059223246,Former owner occupiers,North East,E12000001,2008.0,Q4
1674619980506822,New dwellings,North East,E12000001,2009.0,Q1
152495.13582012663,Other dwellings,North East,E12000001,2009.0,Q1
152883.47916170346,All dwellings,North East,E12000001,2009.0,Q1
110308.7589869909,First time buyers,North East,E12000001,2009.0,Q1
181121.420100902,Former owner occupiers,North East,E12000001,2009.0,Q1
178331.15918715796,New dwellings,North East,E12000001,2009.0,Q2
147391.76907203035,Other dwellings,North East,E12000001,2009.0,Q2
150074.40504514778,All dwellings,North East,E12000001,2009.0,Q2
112347.52928972234,First time buyers,North East,E12000001,2009.0,Q2
172522.6460646369,Former owner occupiers,North East,E12000001,2009.0,Q2
1903445634919368,New dwellings,North East,E12000001,2009.0,Q3
155485.3554556299,Other dwellings,North East,E12000001,2009.0,Q3
157584.5648449268,All dwellings,North East,E12000001,2009.0,Q3
113388.65612537182,First time buyers,North East,E12000001,2009.0,Q3
1792921271951516,Former owner occupiers,North East,E12000001,2009.0,Q3
184760.43187429852,New dwellings,North East,E12000001,2009.0,Q4
1652515686248586,Other dwellings,North East,E12000001,2009.0,Q4
166756.77843327713,All dwellings,North East,E12000001,2009.0,Q4
122370.29906712622,First time buyers,North East,E12000001,2009.0,Q4
189010.81680902885,Former owner occupiers,North East,E12000001,2009.0,Q4
181776.28133903132,New dwellings,North East,E12000001,2010.0,Q1
158948.5424625856,Other dwellings,North East,E12000001,2010.0,Q1
160181.5313272873,All dwellings,North East,E12000001,2010.0,Q1
114719844409472,First time buyers,North East,E12000001,2010.0,Q1
182798.13951119388,Former owner occupiers,North East,E12000001,2010.0,Q1
180807.69857303193,New dwellings,North East,E12000001,2010.0,Q2
164023.23445972605,Other dwellings,North East,E12000001,2010.0,Q2
165451.40246941298,All dwellings,North East,E12000001,2010.0,Q2
116488.62839482725,First time buyers,North East,E12000001,2010.0,Q2
189212.5547383835,Former owner occupiers,North East,E12000001,2010.0,Q2
166265.69142512078,New dwellings,North East,E12000001,2010.0,Q3
164437.6387571507,Other dwellings,North East,E12000001,2010.0,Q3
164533.1535070089,All dwellings,North East,E12000001,2010.0,Q3
114480.71812141279,First time buyers,North East,E12000001,2010.0,Q3
189569.94125623102,Former owner occupiers,North East,E12000001,2010.0,Q3
180092.98372913353,New dwellings,North East,E12000001,2010.0,Q4
153729.94842929853,Other dwellings,North East,E12000001,2010.0,Q4
156007.1952513567,All dwellings,North East,E12000001,2010.0,Q4
112956.18364620436,First time buyers,North East,E12000001,2010.0,Q4
178328.39567701498,Former owner occupiers,North East,E12000001,2010.0,Q4
158481.7867269183,New dwellings,North East,E12000001,2011.0,Q1
156547.58611804686,Other dwellings,North East,E12000001,2011.0,Q1
153800.6063598459,All dwellings,North East,E12000001,2011.0,Q1
108171.49830470637,First time buyers,North East,E12000001,2011.0,Q1
181123.69178163892,Former owner occupiers,North East,E12000001,2011.0,Q1
172897.38786154575,New dwellings,North East,E12000001,2011.0,Q2
153551.60034253137,Other dwellings,North East,E12000001,2011.0,Q2
155305.73325835972,All dwellings,North East,E12000001,2011.0,Q2
107884.60125586005,First time buyers,North East,E12000001,2011.0,Q2
182285.35822071962,Former owner occupiers,North East,E12000001,2011.0,Q2
168506.12875816994,New dwellings,North East,E12000001,2011.0,Q3
151292.91503927353,Other dwellings,North East,E12000001,2011.0,Q3
153418.49614483185,All dwellings,North East,E12000001,2011.0,Q3
111717.76901708858,First time buyers,North East,E12000001,2011.0,Q3
177144.7063144507,Former owner occupiers,North East,E12000001,2011.0,Q3
172777.89476190475,New dwellings,North East,E12000001,2011.0,Q4
148312.99333333332,Other dwellings,North East,E12000001,2011.0,Q4
150582.19666666666,All dwellings,North East,E12000001,2011.0,Q4
110256.76294685989,First time buyers,North East,E12000001,2011.0,Q4
1736887741573034,Former owner occupiers,North East,E12000001,2011.0,Q4
165681.96574074074,New dwellings,North East,E12000001,2012.0,Q1
146425.95575632705,Other dwellings,North East,E12000001,2012.0,Q1
148082.15501832395,All dwellings,North East,E12000001,2012.0,Q1
110364.7507893915,First time buyers,North East,E12000001,2012.0,Q1
170032.82774214118,Former owner occupiers,North East,E12000001,2012.0,Q1
160456.800275457,New dwellings,North East,E12000001,2012.0,Q2
1517343765154222,Other dwellings,North East,E12000001,2012.0,Q2
152405.6320337298,All dwellings,North East,E12000001,2012.0,Q2
108609.82733471297,First time buyers,North East,E12000001,2012.0,Q2
179627.60509987167,Former owner occupiers,North East,E12000001,2012.0,Q2
166849.81663333334,New dwellings,North East,E12000001,2012.0,Q3
157032.66726666666,Other dwellings,North East,E12000001,2012.0,Q3
157749.48176666666,All dwellings,North East,E12000001,2012.0,Q3
111128.93089999999,First time buyers,North East,E12000001,2012.0,Q3
184551.4145333333,Former owner occupiers,North East,E12000001,2012.0,Q3
171415.14166666666,New dwellings,North East,E12000001,2012.0,Q4
148423.30519999997,Other dwellings,North East,E12000001,2012.0,Q4
151767.72826666667,All dwellings,North East,E12000001,2012.0,Q4
109547.44283333333,First time buyers,North East,E12000001,2012.0,Q4
179339.4175,Former owner occupiers,North East,E12000001,2012.0,Q4
176241.52275645148,New dwellings,North East,E12000001,2013.0,Q1
148168.3425671452,Other dwellings,North East,E12000001,2013.0,Q1
151721.39915452455,All dwellings,North East,E12000001,2013.0,Q1
112036.97427081992,First time buyers,North East,E12000001,2013.0,Q1
180424.4536904193,Former owner occupiers,North East,E12000001,2013.0,Q1
173455.52160646545,New dwellings,North East,E12000001,2013.0,Q2
1521608679432838,Other dwellings,North East,E12000001,2013.0,Q2
154998.29635164444,All dwellings,North East,E12000001,2013.0,Q2
112873.4443667783,First time buyers,North East,E12000001,2013.0,Q2
183340.10077742478,Former owner occupiers,North East,E12000001,2013.0,Q2
180974.67205000002,New dwellings,North East,E12000001,2013.0,Q3
154681.10606696698,Other dwellings,North East,E12000001,2013.0,Q3
156525.7803254902,All dwellings,North East,E12000001,2013.0,Q3
109872.91954723031,First time buyers,North East,E12000001,2013.0,Q3
186914.72252925707,Former owner occupiers,North East,E12000001,2013.0,Q3
184869.91633389684,New dwellings,North East,E12000001,2013.0,Q4
150468.632388531,Other dwellings,North East,E12000001,2013.0,Q4
154288.5285765303,All dwellings,North East,E12000001,2013.0,Q4
112445.25474217499,First time buyers,North East,E12000001,2013.0,Q4
181951.80567932723,Former owner occupiers,North East,E12000001,2013.0,Q4
195354.69523333336,New dwellings,North East,E12000001,2014.0,Q1
151471.50776666668,Other dwellings,North East,E12000001,2014.0,Q1
153983.79356666666,All dwellings,North East,E12000001,2014.0,Q1
111750.56863333333,First time buyers,North East,E12000001,2014.0,Q1
183322.3422333333,Former owner occupiers,North East,E12000001,2014.0,Q1
185002.6535831827,New dwellings,North East,E12000001,2014.0,Q2
156613.61210315203,Other dwellings,North East,E12000001,2014.0,Q2
160006.78331766807,All dwellings,North East,E12000001,2014.0,Q2
1174183010722034,First time buyers,North East,E12000001,2014.0,Q2
191484.24452159557,Former owner occupiers,North East,E12000001,2014.0,Q2
189335.7469755495,New dwellings,North East,E12000001,2014.0,Q3
161648.15369792414,Other dwellings,North East,E12000001,2014.0,Q3
165386.2309537544,All dwellings,North East,E12000001,2014.0,Q3
120556.31822228602,First time buyers,North East,E12000001,2014.0,Q3
198123.7762313858,Former owner occupiers,North East,E12000001,2014.0,Q3
186709.33333333334,New dwellings,North East,E12000001,2014.0,Q4
162149,Other dwellings,North East,E12000001,2014.0,Q4
167045.33333333334,All dwellings,North East,E12000001,2014.0,Q4
122978.33333333333,First time buyers,North East,E12000001,2014.0,Q4
198840,Former owner occupiers,North East,E12000001,2014.0,Q4
187316,New dwellings,North East,E12000001,2015.0,Q1
161820.33333333334,Other dwellings,North East,E12000001,2015.0,Q1
165296.33333333334,All dwellings,North East,E12000001,2015.0,Q1
119406,First time buyers,North East,E12000001,2015.0,Q1
201558.33333333334,Former owner occupiers,North East,E12000001,2015.0,Q1
185797.33333333334,New dwellings,North East,E12000001,2015.0,Q2
161823,Other dwellings,North East,E12000001,2015.0,Q2
165914.66666666666,All dwellings,North East,E12000001,2015.0,Q2
125539,First time buyers,North East,E12000001,2015.0,Q2
199494,Former owner occupiers,North East,E12000001,2015.0,Q2
199926,New dwellings,North East,E12000001,2015.0,Q3
169231.33333333334,Other dwellings,North East,E12000001,2015.0,Q3
172987,All dwellings,North East,E12000001,2015.0,Q3
125191.66666666667,First time buyers,North East,E12000001,2015.0,Q3
209326.33333333334,Former owner occupiers,North East,E12000001,2015.0,Q3
187588.89,New dwellings,North East,E12000001,2015.0,Q4
163578,Other dwellings,North East,E12000001,2015.0,Q4
166803.30666666667,All dwellings,North East,E12000001,2015.0,Q4
123047.15666666666,First time buyers,North East,E12000001,2015.0,Q4
204621.50333333333,Former owner occupiers,North East,E12000001,2015.0,Q4
195996.80948352898,New dwellings,North East,E12000001,2016.0,Q1
161042.47297692616,Other dwellings,North East,E12000001,2016.0,Q1
165174.1818137472,All dwellings,North East,E12000001,2016.0,Q1
121537.84564396262,First time buyers,North East,E12000001,2016.0,Q1
200195.56007553905,Former owner occupiers,North East,E12000001,2016.0,Q1
196556.43639190812,New dwellings,North East,E12000001,2016.0,Q2
159320.67227172604,Other dwellings,North East,E12000001,2016.0,Q2
165151.1808595848,All dwellings,North East,E12000001,2016.0,Q2
128137.47490131605,First time buyers,North East,E12000001,2016.0,Q2
203627.96425370662,Former owner occupiers,North East,E12000001,2016.0,Q2
205941.5476080445,New dwellings,North East,E12000001,2016.0,Q3
166881.76450788465,Other dwellings,North East,E12000001,2016.0,Q3
171263.8341484897,All dwellings,North East,E12000001,2016.0,Q3
129577.97661350072,First time buyers,North East,E12000001,2016.0,Q3
209546.38047967642,Former owner occupiers,North East,E12000001,2016.0,Q3
205255.39950980394,New dwellings,North East,E12000001,2016.0,Q4
166568.93943816816,Other dwellings,North East,E12000001,2016.0,Q4
1724612805518042,All dwellings,North East,E12000001,2016.0,Q4
130721.69198947737,First time buyers,North East,E12000001,2016.0,Q4
211945.40799232913,Former owner occupiers,North East,E12000001,2016.0,Q4
209263014016762,New dwellings,North East,E12000001,2017.0,Q1
156731.47521008208,Other dwellings,North East,E12000001,2017.0,Q1
165183.67899136653,All dwellings,North East,E12000001,2017.0,Q1
125690.50507017819,First time buyers,North East,E12000001,2017.0,Q1
207235.47942536057,Former owner occupiers,North East,E12000001,2017.0,Q1
215299.32558048386,New dwellings,North East,E12000001,2017.0,Q2
158923.6722117972,Other dwellings,North East,E12000001,2017.0,Q2
1690886222903213,All dwellings,North East,E12000001,2017.0,Q2
127918.48733949494,First time buyers,North East,E12000001,2017.0,Q2
213591.5845840422,Former owner occupiers,North East,E12000001,2017.0,Q2
218212.58503027,New dwellings,North East,E12000001,2017.0,Q3
159859.65949675694,Other dwellings,North East,E12000001,2017.0,Q3
1680620548991442,All dwellings,North East,E12000001,2017.0,Q3
128776.76333093282,First time buyers,North East,E12000001,2017.0,Q3
208603.9265621916,Former owner occupiers,North East,E12000001,2017.0,Q3
216230.88048674734,New dwellings,North East,E12000001,2017.0,Q4
156912.30598467478,Other dwellings,North East,E12000001,2017.0,Q4
167804.9563335997,All dwellings,North East,E12000001,2017.0,Q4
127298.3809115335,First time buyers,North East,E12000001,2017.0,Q4
209970.5294171418,Former owner occupiers,North East,E12000001,2017.0,Q4
215164.57731579916,New dwellings,North East,E12000001,2018.0,Q1
153461.30973615486,Other dwellings,North East,E12000001,2018.0,Q1
162996.10908611387,All dwellings,North East,E12000001,2018.0,Q1
123188.6966243827,First time buyers,North East,E12000001,2018.0,Q1
208601.90588858855,Former owner occupiers,North East,E12000001,2018.0,Q1
212672.6626330005,New dwellings,North East,E12000001,2018.0,Q2
156880.90638851575,Other dwellings,North East,E12000001,2018.0,Q2
168034.15012526157,All dwellings,North East,E12000001,2018.0,Q2
1304645523594393,First time buyers,North East,E12000001,2018.0,Q2
209942.4936146188,Former owner occupiers,North East,E12000001,2018.0,Q2
227466.6854741555,New dwellings,North East,E12000001,2018.0,Q3
162311.6448137568,Other dwellings,North East,E12000001,2018.0,Q3
172865.62208178965,All dwellings,North East,E12000001,2018.0,Q3
130489.38216979156,First time buyers,North East,E12000001,2018.0,Q3
215477.97179294852,Former owner occupiers,North East,E12000001,2018.0,Q3
216080.97398218513,New dwellings,North East,E12000001,2018.0,Q4
157734.43651996195,Other dwellings,North East,E12000001,2018.0,Q4
171009.8007454185,All dwellings,North East,E12000001,2018.0,Q4
133191.162095501,First time buyers,North East,E12000001,2018.0,Q4
210850.66996056563,Former owner occupiers,North East,E12000001,2018.0,Q4
224610.23243243244,New dwellings,North East,E12000001,2019.0,Q1
153584.96784463542,Other dwellings,North East,E12000001,2019.0,Q1
166061.55167748916,All dwellings,North East,E12000001,2019.0,Q1
128644.66087414429,First time buyers,North East,E12000001,2019.0,Q1
208187.8580968281,Former owner occupiers,North East,E12000001,2019.0,Q1
219939,New dwellings,North East,E12000001,2019.0,Q2
157484.33333333334,Other dwellings,North East,E12000001,2019.0,Q2
170364.33333333334,All dwellings,North East,E12000001,2019.0,Q2
134104.66666666666,First time buyers,North East,E12000001,2019.0,Q2
211415.66666666666,Former owner occupiers,North East,E12000001,2019.0,Q2
235368.66666666666,New dwellings,North East,E12000001,2019.0,Q3
161558.66666666666,Other dwellings,North East,E12000001,2019.0,Q3
173041,All dwellings,North East,E12000001,2019.0,Q3
130912.33333333333,First time buyers,North East,E12000001,2019.0,Q3
215525.66666666666,Former owner occupiers,North East,E12000001,2019.0,Q3
231600,New dwellings,North East,E12000001,2019.0,Q4
160239.66666666666,Other dwellings,North East,E12000001,2019.0,Q4
174719.33333333334,All dwellings,North East,E12000001,2019.0,Q4
132142,First time buyers,North East,E12000001,2019.0,Q4
220405.33333333334,Former owner occupiers,North East,E12000001,2019.0,Q4
238867,New dwellings,North East,E12000001,2020.0,Q1
156199,Other dwellings,North East,E12000001,2020.0,Q1
169764.33333333334,All dwellings,North East,E12000001,2020.0,Q1
127733.33333333333,First time buyers,North East,E12000001,2020.0,Q1
215804,Former owner occupiers,North East,E12000001,2020.0,Q1
222077.66666666666,New dwellings,North East,E12000001,2020.0,Q2
157454,Other dwellings,North East,E12000001,2020.0,Q2
165916.66666666666,All dwellings,North East,E12000001,2020.0,Q2
129816,First time buyers,North East,E12000001,2020.0,Q2
210411,Former owner occupiers,North East,E12000001,2020.0,Q2
230451.33333333334,New dwellings,North East,E12000001,2020.0,Q3
176893,Other dwellings,North East,E12000001,2020.0,Q3
186261,All dwellings,North East,E12000001,2020.0,Q3
142132,First time buyers,North East,E12000001,2020.0,Q3
232047.33333333334,Former owner occupiers,North East,E12000001,2020.0,Q3
246352,New dwellings,North East,E12000001,2020.0,Q4
185752.33333333334,Other dwellings,North East,E12000001,2020.0,Q4
197506.66666666666,All dwellings,North East,E12000001,2020.0,Q4
149080.66666666666,First time buyers,North East,E12000001,2020.0,Q4
240234.66666666666,Former owner occupiers,North East,E12000001,2020.0,Q4
248212.66666666666,New dwellings,North East,E12000001,2021.0,Q1
190986,Other dwellings,North East,E12000001,2021.0,Q1
200918.33333333334,All dwellings,North East,E12000001,2021.0,Q1
145963.66666666666,First time buyers,North East,E12000001,2021.0,Q1
246607.66666666666,Former owner occupiers,North East,E12000001,2021.0,Q1
238126.33333333334,New dwellings,North East,E12000001,2021.0,Q2
196402.33333333334,Other dwellings,North East,E12000001,2021.0,Q2
203373.66666666666,All dwellings,North East,E12000001,2021.0,Q2
147146,First time buyers,North East,E12000001,2021.0,Q2
255083.66666666666,Former owner occupiers,North East,E12000001,2021.0,Q2
239295.33333333334,New dwellings,North East,E12000001,2021.0,Q3
173712,Other dwellings,North East,E12000001,2021.0,Q3
182746.33333333334,All dwellings,North East,E12000001,2021.0,Q3
141367.33333333334,First time buyers,North East,E12000001,2021.0,Q3
227533,Former owner occupiers,North East,E12000001,2021.0,Q3
239633.66666666666,New dwellings,North East,E12000001,2021.0,Q4
165532.33333333334,Other dwellings,North East,E12000001,2021.0,Q4
181347,All dwellings,North East,E12000001,2021.0,Q4
141345.33333333334,First time buyers,North East,E12000001,2021.0,Q4
231226.66666666666,Former owner occupiers,North East,E12000001,2021.0,Q4
260866.66666666666,New dwellings,North East,E12000001,2022.0,Q1
173561.33333333334,Other dwellings,North East,E12000001,2022.0,Q1
187678.66666666666,All dwellings,North East,E12000001,2022.0,Q1
142055,First time buyers,North East,E12000001,2022.0,Q1
242191,Former owner occupiers,North East,E12000001,2022.0,Q1
240567.33333333334,New dwellings,North East,E12000001,2022.0,Q2
181404,Other dwellings,North East,E12000001,2022.0,Q2
194362.66666666666,All dwellings,North East,E12000001,2022.0,Q2
149075.66666666666,First time buyers,North East,E12000001,2022.0,Q2
248487.66666666666,Former owner occupiers,North East,E12000001,2022.0,Q2
259758.66666666666,New dwellings,North East,E12000001,2022.0,Q3
193850.66666666666,Other dwellings,North East,E12000001,2022.0,Q3
204192.33333333334,All dwellings,North East,E12000001,2022.0,Q3
153030.66666666666,First time buyers,North East,E12000001,2022.0,Q3
262561.6666666667,Former owner occupiers,North East,E12000001,2022.0,Q3
253227.33333333334,New dwellings,North East,E12000001,2022.0,Q4
189879,Other dwellings,North East,E12000001,2022.0,Q4
203735.33333333334,All dwellings,North East,E12000001,2022.0,Q4
156579.66666666666,First time buyers,North East,E12000001,2022.0,Q4
256746,Former owner occupiers,North East,E12000001,2022.0,Q4
269013.3333333333,New dwellings,North East,E12000001,2023.0,Q1
182091.33333333334,Other dwellings,North East,E12000001,2023.0,Q1
195409.66666666666,All dwellings,North East,E12000001,2023.0,Q1
146633,First time buyers,North East,E12000001,2023.0,Q1
250266.33333333334,Former owner occupiers,North East,E12000001,2023.0,Q1
76416,New dwellings,North West ,E12000002,1992.0,Q2
54013,Other dwellings,North West ,E12000002,1992.0,Q2
56672,All dwellings,North West ,E12000002,1992.0,Q2
43631,First time buyers,North West ,E12000002,1992.0,Q2
68079,Former owner occupiers,North West ,E12000002,1992.0,Q2
73374,New dwellings,North West ,E12000002,1992.0,Q3
56582,Other dwellings,North West ,E12000002,1992.0,Q3
58437,All dwellings,North West ,E12000002,1992.0,Q3
42948,First time buyers,North West ,E12000002,1992.0,Q3
72754,Former owner occupiers,North West ,E12000002,1992.0,Q3
75951,New dwellings,North West ,E12000002,1992.0,Q4
51105,Other dwellings,North West ,E12000002,1992.0,Q4
54694,All dwellings,North West ,E12000002,1992.0,Q4
41533,First time buyers,North West ,E12000002,1992.0,Q4
71723,Former owner occupiers,North West ,E12000002,1992.0,Q4
74607,New dwellings,North West ,E12000002,1993.0,Q1
52477,Other dwellings,North West ,E12000002,1993.0,Q1
54618,All dwellings,North West ,E12000002,1993.0,Q1
42878,First time buyers,North West ,E12000002,1993.0,Q1
71295,Former owner occupiers,North West ,E12000002,1993.0,Q1
69064,New dwellings,North West ,E12000002,1993.0,Q2
54012,Other dwellings,North West ,E12000002,1993.0,Q2
55723,All dwellings,North West ,E12000002,1993.0,Q2
43818,First time buyers,North West ,E12000002,1993.0,Q2
71991,Former owner occupiers,North West ,E12000002,1993.0,Q2
72605,New dwellings,North West ,E12000002,1993.0,Q3
53944,Other dwellings,North West ,E12000002,1993.0,Q3
56537,All dwellings,North West ,E12000002,1993.0,Q3
42039,First time buyers,North West ,E12000002,1993.0,Q3
73815,Former owner occupiers,North West ,E12000002,1993.0,Q3
74411,New dwellings,North West ,E12000002,1993.0,Q4
52820,Other dwellings,North West ,E12000002,1993.0,Q4
55337,All dwellings,North West ,E12000002,1993.0,Q4
43153,First time buyers,North West ,E12000002,1993.0,Q4
70818,Former owner occupiers,North West ,E12000002,1993.0,Q4
71148,New dwellings,North West ,E12000002,1994.0,Q1
54963,Other dwellings,North West ,E12000002,1994.0,Q1
56854,All dwellings,North West ,E12000002,1994.0,Q1
43260,First time buyers,North West ,E12000002,1994.0,Q1
73912,Former owner occupiers,North West ,E12000002,1994.0,Q1
70558,New dwellings,North West ,E12000002,1994.0,Q2
53072,Other dwellings,North West ,E12000002,1994.0,Q2
55116,All dwellings,North West ,E12000002,1994.0,Q2
43425,First time buyers,North West ,E12000002,1994.0,Q2
72172,Former owner occupiers,North West ,E12000002,1994.0,Q2
69711,New dwellings,North West ,E12000002,1994.0,Q3
56059,Other dwellings,North West ,E12000002,1994.0,Q3
58993,All dwellings,North West ,E12000002,1994.0,Q3
43196,First time buyers,North West ,E12000002,1994.0,Q3
79503,Former owner occupiers,North West ,E12000002,1994.0,Q3
77808,New dwellings,North West ,E12000002,1994.0,Q4
54157,Other dwellings,North West ,E12000002,1994.0,Q4
57767,All dwellings,North West ,E12000002,1994.0,Q4
41321,First time buyers,North West ,E12000002,1994.0,Q4
79728,Former owner occupiers,North West ,E12000002,1994.0,Q4
72096,New dwellings,North West ,E12000002,1995.0,Q1
48797,Other dwellings,North West ,E12000002,1995.0,Q1
52728,All dwellings,North West ,E12000002,1995.0,Q1
40647,First time buyers,North West ,E12000002,1995.0,Q1
73751,Former owner occupiers,North West ,E12000002,1995.0,Q1
75367,New dwellings,North West ,E12000002,1995.0,Q2
54757,Other dwellings,North West ,E12000002,1995.0,Q2
58159,All dwellings,North West ,E12000002,1995.0,Q2
42615,First time buyers,North West ,E12000002,1995.0,Q2
79123,Former owner occupiers,North West ,E12000002,1995.0,Q2
70948,New dwellings,North West ,E12000002,1995.0,Q3
53956,Other dwellings,North West ,E12000002,1995.0,Q3
56430,All dwellings,North West ,E12000002,1995.0,Q3
40190,First time buyers,North West ,E12000002,1995.0,Q3
78091,Former owner occupiers,North West ,E12000002,1995.0,Q3
78280,New dwellings,North West ,E12000002,1995.0,Q4
52664,Other dwellings,North West ,E12000002,1995.0,Q4
57361,All dwellings,North West ,E12000002,1995.0,Q4
41292,First time buyers,North West ,E12000002,1995.0,Q4
77229,Former owner occupiers,North West ,E12000002,1995.0,Q4
70516,New dwellings,North West ,E12000002,1996.0,Q1
50923,Other dwellings,North West ,E12000002,1996.0,Q1
52757,All dwellings,North West ,E12000002,1996.0,Q1
40173,First time buyers,North West ,E12000002,1996.0,Q1
72162,Former owner occupiers,North West ,E12000002,1996.0,Q1
67009,New dwellings,North West ,E12000002,1996.0,Q2
53095,Other dwellings,North West ,E12000002,1996.0,Q2
55161,All dwellings,North West ,E12000002,1996.0,Q2
40795,First time buyers,North West ,E12000002,1996.0,Q2
74204,Former owner occupiers,North West ,E12000002,1996.0,Q2
75806,New dwellings,North West ,E12000002,1996.0,Q3
59384,Other dwellings,North West ,E12000002,1996.0,Q3
61347,All dwellings,North West ,E12000002,1996.0,Q3
42534,First time buyers,North West ,E12000002,1996.0,Q3
81149,Former owner occupiers,North West ,E12000002,1996.0,Q3
75368,New dwellings,North West ,E12000002,1996.0,Q4
58465,Other dwellings,North West ,E12000002,1996.0,Q4
59900,All dwellings,North West ,E12000002,1996.0,Q4
42849,First time buyers,North West ,E12000002,1996.0,Q4
77417,Former owner occupiers,North West ,E12000002,1996.0,Q4
83735,New dwellings,North West ,E12000002,1997.0,Q1
59757,Other dwellings,North West ,E12000002,1997.0,Q1
61785,All dwellings,North West ,E12000002,1997.0,Q1
41845,First time buyers,North West ,E12000002,1997.0,Q1
80389,Former owner occupiers,North West ,E12000002,1997.0,Q1
87280,New dwellings,North West ,E12000002,1997.0,Q2
59026,Other dwellings,North West ,E12000002,1997.0,Q2
62361,All dwellings,North West ,E12000002,1997.0,Q2
44154,First time buyers,North West ,E12000002,1997.0,Q2
79800,Former owner occupiers,North West ,E12000002,1997.0,Q2
83363,New dwellings,North West ,E12000002,1997.0,Q3
61083,Other dwellings,North West ,E12000002,1997.0,Q3
64274,All dwellings,North West ,E12000002,1997.0,Q3
44858,First time buyers,North West ,E12000002,1997.0,Q3
82471,Former owner occupiers,North West ,E12000002,1997.0,Q3
82434,New dwellings,North West ,E12000002,1997.0,Q4
60369,Other dwellings,North West ,E12000002,1997.0,Q4
63207,All dwellings,North West ,E12000002,1997.0,Q4
46685,First time buyers,North West ,E12000002,1997.0,Q4
82336,Former owner occupiers,North West ,E12000002,1997.0,Q4
83976,New dwellings,North West ,E12000002,1998.0,Q1
62334,Other dwellings,North West ,E12000002,1998.0,Q1
64797,All dwellings,North West ,E12000002,1998.0,Q1
45080,First time buyers,North West ,E12000002,1998.0,Q1
85607,Former owner occupiers,North West ,E12000002,1998.0,Q1
81733,New dwellings,North West ,E12000002,1998.0,Q2
60254,Other dwellings,North West ,E12000002,1998.0,Q2
62952,All dwellings,North West ,E12000002,1998.0,Q2
48955,First time buyers,North West ,E12000002,1998.0,Q2
81055,Former owner occupiers,North West ,E12000002,1998.0,Q2
81825,New dwellings,North West ,E12000002,1998.0,Q3
66660,Other dwellings,North West ,E12000002,1998.0,Q3
68856,All dwellings,North West ,E12000002,1998.0,Q3
51261,First time buyers,North West ,E12000002,1998.0,Q3
86858,Former owner occupiers,North West ,E12000002,1998.0,Q3
88667,New dwellings,North West ,E12000002,1998.0,Q4
63047,Other dwellings,North West ,E12000002,1998.0,Q4
65905,All dwellings,North West ,E12000002,1998.0,Q4
53162,First time buyers,North West ,E12000002,1998.0,Q4
80506,Former owner occupiers,North West ,E12000002,1998.0,Q4
89027,New dwellings,North West ,E12000002,1999.0,Q1
63753,Other dwellings,North West ,E12000002,1999.0,Q1
66903,All dwellings,North West ,E12000002,1999.0,Q1
52902,First time buyers,North West ,E12000002,1999.0,Q1
84240,Former owner occupiers,North West ,E12000002,1999.0,Q1
86967,New dwellings,North West ,E12000002,1999.0,Q2
65754,Other dwellings,North West ,E12000002,1999.0,Q2
68403,All dwellings,North West ,E12000002,1999.0,Q2
53312,First time buyers,North West ,E12000002,1999.0,Q2
84205,Former owner occupiers,North West ,E12000002,1999.0,Q2
95163,New dwellings,North West ,E12000002,1999.0,Q3
72925,Other dwellings,North West ,E12000002,1999.0,Q3
76165,All dwellings,North West ,E12000002,1999.0,Q3
56217,First time buyers,North West ,E12000002,1999.0,Q3
96883,Former owner occupiers,North West ,E12000002,1999.0,Q3
97385,New dwellings,North West ,E12000002,1999.0,Q4
72789,Other dwellings,North West ,E12000002,1999.0,Q4
75296,All dwellings,North West ,E12000002,1999.0,Q4
