Value,Housing,Area,Area Code,Year,Quarter
77360,New dwellings,United Kingdom,K02000001,1992.0,Q2
60210,Other dwellings,United Kingdom,K02000001,1992.0,Q2
62255,All dwellings,United Kingdom,K02000001,1992.0,Q2
46919,First time buyers,United Kingdom,K02000001,1992.0,Q2
76988,Former owner occupiers,United Kingdom,K02000001,1992.0,Q2
69893,New dwellings,United Kingdom,K02000001,1992.0,Q3
62513,Other dwellings,United Kingdom,K02000001,1992.0,Q3
63712,All dwellings,United Kingdom,K02000001,1992.0,Q3
48578,First time buyers,United Kingdom,K02000001,1992.0,Q3
79493,Former owner occupiers,United Kingdom,K02000001,1992.0,Q3
70043,New dwellings,United Kingdom,K02000001,1992.0,Q4
57193,Other dwellings,United Kingdom,K02000001,1992.0,Q4
59230,All dwellings,United Kingdom,K02000001,1992.0,Q4
44831,First time buyers,United Kingdom,K02000001,1992.0,Q4
76992,Former owner occupiers,United Kingdom,K02000001,1992.0,Q4
72700,New dwellings,United Kingdom,K02000001,1993.0,Q1
58345,Other dwellings,United Kingdom,K02000001,1993.0,Q1
60213,All dwellings,United Kingdom,K02000001,1993.0,Q1
46300,First time buyers,United Kingdom,K02000001,1993.0,Q1
77787,Former owner occupiers,United Kingdom,K02000001,1993.0,Q1
73289,New dwellings,United Kingdom,K02000001,1993.0,Q2
60196,Other dwellings,United Kingdom,K02000001,1993.0,Q2
61895,All dwellings,United Kingdom,K02000001,1993.0,Q2
48566,First time buyers,United Kingdom,K02000001,1993.0,Q2
78151,Former owner occupiers,United Kingdom,K02000001,1993.0,Q2
73285,New dwellings,United Kingdom,K02000001,1993.0,Q3
61941,Other dwellings,United Kingdom,K02000001,1993.0,Q3
63742,All dwellings,United Kingdom,K02000001,1993.0,Q3
47954,First time buyers,United Kingdom,K02000001,1993.0,Q3
81710,Former owner occupiers,United Kingdom,K02000001,1993.0,Q3
73460,New dwellings,United Kingdom,K02000001,1993.0,Q4
60463,Other dwellings,United Kingdom,K02000001,1993.0,Q4
62596,All dwellings,United Kingdom,K02000001,1993.0,Q4
47475,First time buyers,United Kingdom,K02000001,1993.0,Q4
79860,Former owner occupiers,United Kingdom,K02000001,1993.0,Q4
72892,New dwellings,United Kingdom,K02000001,1994.0,Q1
60070,Other dwellings,United Kingdom,K02000001,1994.0,Q1
62024,All dwellings,United Kingdom,K02000001,1994.0,Q1
46283,First time buyers,United Kingdom,K02000001,1994.0,Q1
82473,Former owner occupiers,United Kingdom,K02000001,1994.0,Q1
74421,New dwellings,United Kingdom,K02000001,1994.0,Q2
63026,Other dwellings,United Kingdom,K02000001,1994.0,Q2
64835,All dwellings,United Kingdom,K02000001,1994.0,Q2
48754,First time buyers,United Kingdom,K02000001,1994.0,Q2
83955,Former owner occupiers,United Kingdom,K02000001,1994.0,Q2
74310,New dwellings,United Kingdom,K02000001,1994.0,Q3
64165,Other dwellings,United Kingdom,K02000001,1994.0,Q3
66159,All dwellings,United Kingdom,K02000001,1994.0,Q3
48619,First time buyers,United Kingdom,K02000001,1994.0,Q3
86916,Former owner occupiers,United Kingdom,K02000001,1994.0,Q3
76852,New dwellings,United Kingdom,K02000001,1994.0,Q4
63006,Other dwellings,United Kingdom,K02000001,1994.0,Q4
65583,All dwellings,United Kingdom,K02000001,1994.0,Q4
49021,First time buyers,United Kingdom,K02000001,1994.0,Q4
85403,Former owner occupiers,United Kingdom,K02000001,1994.0,Q4
74752,New dwellings,United Kingdom,K02000001,1995.0,Q1
59659,Other dwellings,United Kingdom,K02000001,1995.0,Q1
62329,All dwellings,United Kingdom,K02000001,1995.0,Q1
46961,First time buyers,United Kingdom,K02000001,1995.0,Q1
82698,Former owner occupiers,United Kingdom,K02000001,1995.0,Q1
78330,New dwellings,United Kingdom,K02000001,1995.0,Q2
62479,Other dwellings,United Kingdom,K02000001,1995.0,Q2
65193,All dwellings,United Kingdom,K02000001,1995.0,Q2
46882,First time buyers,United Kingdom,K02000001,1995.0,Q2
86797,Former owner occupiers,United Kingdom,K02000001,1995.0,Q2
81183,New dwellings,United Kingdom,K02000001,1995.0,Q3
65498,Other dwellings,United Kingdom,K02000001,1995.0,Q3
68054,All dwellings,United Kingdom,K02000001,1995.0,Q3
45789,First time buyers,United Kingdom,K02000001,1995.0,Q3
90665,Former owner occupiers,United Kingdom,K02000001,1995.0,Q3
82388,New dwellings,United Kingdom,K02000001,1995.0,Q4
63743,Other dwellings,United Kingdom,K02000001,1995.0,Q4
66704,All dwellings,United Kingdom,K02000001,1995.0,Q4
46300,First time buyers,United Kingdom,K02000001,1995.0,Q4
87684,Former owner occupiers,United Kingdom,K02000001,1995.0,Q4
81066,New dwellings,United Kingdom,K02000001,1996.0,Q1
63354,Other dwellings,United Kingdom,K02000001,1996.0,Q1
65770,All dwellings,United Kingdom,K02000001,1996.0,Q1
45511,First time buyers,United Kingdom,K02000001,1996.0,Q1
89045,Former owner occupiers,United Kingdom,K02000001,1996.0,Q1
83339,New dwellings,United Kingdom,K02000001,1996.0,Q2
66430,Other dwellings,United Kingdom,K02000001,1996.0,Q2
68890,All dwellings,United Kingdom,K02000001,1996.0,Q2
48579,First time buyers,United Kingdom,K02000001,1996.0,Q2
86933,Former owner occupiers,United Kingdom,K02000001,1996.0,Q2
85408,New dwellings,United Kingdom,K02000001,1996.0,Q3
71238,Other dwellings,United Kingdom,K02000001,1996.0,Q3
73029,All dwellings,United Kingdom,K02000001,1996.0,Q3
50209,First time buyers,United Kingdom,K02000001,1996.0,Q3
92993,Former owner occupiers,United Kingdom,K02000001,1996.0,Q3
88928,New dwellings,United Kingdom,K02000001,1996.0,Q4
70057,Other dwellings,United Kingdom,K02000001,1996.0,Q4
72518,All dwellings,United Kingdom,K02000001,1996.0,Q4
49436,First time buyers,United Kingdom,K02000001,1996.0,Q4
93914,Former owner occupiers,United Kingdom,K02000001,1996.0,Q4
92139,New dwellings,United Kingdom,K02000001,1997.0,Q1
70050,Other dwellings,United Kingdom,K02000001,1997.0,Q1
72759,All dwellings,United Kingdom,K02000001,1997.0,Q1
48904,First time buyers,United Kingdom,K02000001,1997.0,Q1
93729,Former owner occupiers,United Kingdom,K02000001,1997.0,Q1
92370,New dwellings,United Kingdom,K02000001,1997.0,Q2
73347,Other dwellings,United Kingdom,K02000001,1997.0,Q2
75837,All dwellings,United Kingdom,K02000001,1997.0,Q2
50465,First time buyers,United Kingdom,K02000001,1997.0,Q2
96206,Former owner occupiers,United Kingdom,K02000001,1997.0,Q2
92896,New dwellings,United Kingdom,K02000001,1997.0,Q3
76180,Other dwellings,United Kingdom,K02000001,1997.0,Q3
78178,All dwellings,United Kingdom,K02000001,1997.0,Q3
54610,First time buyers,United Kingdom,K02000001,1997.0,Q3
98479,Former owner occupiers,United Kingdom,K02000001,1997.0,Q3
92726,New dwellings,United Kingdom,K02000001,1997.0,Q4
73915,Other dwellings,United Kingdom,K02000001,1997.0,Q4
76253,All dwellings,United Kingdom,K02000001,1997.0,Q4
55112,First time buyers,United Kingdom,K02000001,1997.0,Q4
95728,Former owner occupiers,United Kingdom,K02000001,1997.0,Q4
94401,New dwellings,United Kingdom,K02000001,1998.0,Q1
75197,Other dwellings,United Kingdom,K02000001,1998.0,Q1
77519,All dwellings,United Kingdom,K02000001,1998.0,Q1
54406,First time buyers,United Kingdom,K02000001,1998.0,Q1
99325,Former owner occupiers,United Kingdom,K02000001,1998.0,Q1
96669,New dwellings,United Kingdom,K02000001,1998.0,Q2
78571,Other dwellings,United Kingdom,K02000001,1998.0,Q2
80964,All dwellings,United Kingdom,K02000001,1998.0,Q2
60435,First time buyers,United Kingdom,K02000001,1998.0,Q2
101572,Former owner occupiers,United Kingdom,K02000001,1998.0,Q2
94050,New dwellings,United Kingdom,K02000001,1998.0,Q3
83682,Other dwellings,United Kingdom,K02000001,1998.0,Q3
85257,All dwellings,United Kingdom,K02000001,1998.0,Q3
66116,First time buyers,United Kingdom,K02000001,1998.0,Q3
102989,Former owner occupiers,United Kingdom,K02000001,1998.0,Q3
101809,New dwellings,United Kingdom,K02000001,1998.0,Q4
80052,Other dwellings,United Kingdom,K02000001,1998.0,Q4
83031,All dwellings,United Kingdom,K02000001,1998.0,Q4
63719,First time buyers,United Kingdom,K02000001,1998.0,Q4
100745,Former owner occupiers,United Kingdom,K02000001,1998.0,Q4
106469,New dwellings,United Kingdom,K02000001,1999.0,Q1
81097,Other dwellings,United Kingdom,K02000001,1999.0,Q1
84110,All dwellings,United Kingdom,K02000001,1999.0,Q1
65381,First time buyers,United Kingdom,K02000001,1999.0,Q1
102531,Former owner occupiers,United Kingdom,K02000001,1999.0,Q1
112110,New dwellings,United Kingdom,K02000001,1999.0,Q2
86917,Other dwellings,United Kingdom,K02000001,1999.0,Q2
89879,All dwellings,United Kingdom,K02000001,1999.0,Q2
71776,First time buyers,United Kingdom,K02000001,1999.0,Q2
106340,Former owner occupiers,United Kingdom,K02000001,1999.0,Q2
112616,New dwellings,United Kingdom,K02000001,1999.0,Q3
95007,Other dwellings,United Kingdom,K02000001,1999.0,Q3
96843,All dwellings,United Kingdom,K02000001,1999.0,Q3
73915,First time buyers,United Kingdom,K02000001,1999.0,Q3
116409,Former owner occupiers,United Kingdom,K02000001,1999.0,Q3
116114,New dwellings,United Kingdom,K02000001,1999.0,Q4
94109,Other dwellings,United Kingdom,K02000001,1999.0,Q4
96588,All dwellings,United Kingdom,K02000001,1999.0,Q4
74005,First time buyers,United Kingdom,K02000001,1999.0,Q4
115903,Former owner occupiers,United Kingdom,K02000001,1999.0,Q4
121017,New dwellings,United Kingdom,K02000001,2000.0,Q1
94352,Other dwellings,United Kingdom,K02000001,2000.0,Q1
97184,All dwellings,United Kingdom,K02000001,2000.0,Q1
74661,First time buyers,United Kingdom,K02000001,2000.0,Q1
118260,Former owner occupiers,United Kingdom,K02000001,2000.0,Q1
120507,New dwellings,United Kingdom,K02000001,2000.0,Q2
99409,Other dwellings,United Kingdom,K02000001,2000.0,Q2
101785,All dwellings,United Kingdom,K02000001,2000.0,Q2
76873,First time buyers,United Kingdom,K02000001,2000.0,Q2
121232,Former owner occupiers,United Kingdom,K02000001,2000.0,Q2
121866,New dwellings,United Kingdom,K02000001,2000.0,Q3
100192,Other dwellings,United Kingdom,K02000001,2000.0,Q3
102384,All dwellings,United Kingdom,K02000001,2000.0,Q3
75401,First time buyers,United Kingdom,K02000001,2000.0,Q3
123221,Former owner occupiers,United Kingdom,K02000001,2000.0,Q3
126260,New dwellings,United Kingdom,K02000001,2000.0,Q4
101129,Other dwellings,United Kingdom,K02000001,2000.0,Q4
104087,All dwellings,United Kingdom,K02000001,2000.0,Q4
76240,First time buyers,United Kingdom,K02000001,2000.0,Q4
125006,Former owner occupiers,United Kingdom,K02000001,2000.0,Q4
131248,New dwellings,United Kingdom,K02000001,2001.0,Q1
104149,Other dwellings,United Kingdom,K02000001,2001.0,Q1
106928,All dwellings,United Kingdom,K02000001,2001.0,Q1
79450,First time buyers,United Kingdom,K02000001,2001.0,Q1
128105,Former owner occupiers,United Kingdom,K02000001,2001.0,Q1
128342,New dwellings,United Kingdom,K02000001,2001.0,Q2
109846,Other dwellings,United Kingdom,K02000001,2001.0,Q2
112325,All dwellings,United Kingdom,K02000001,2001.0,Q2
83090,First time buyers,United Kingdom,K02000001,2001.0,Q2
133115,Former owner occupiers,United Kingdom,K02000001,2001.0,Q2
136620,New dwellings,United Kingdom,K02000001,2001.0,Q3
114790,Other dwellings,United Kingdom,K02000001,2001.0,Q3
117455,All dwellings,United Kingdom,K02000001,2001.0,Q3
87688,First time buyers,United Kingdom,K02000001,2001.0,Q3
137959,Former owner occupiers,United Kingdom,K02000001,2001.0,Q3
133938,New dwellings,United Kingdom,K02000001,2001.0,Q4
110103,Other dwellings,United Kingdom,K02000001,2001.0,Q4
112675,All dwellings,United Kingdom,K02000001,2001.0,Q4
88185,First time buyers,United Kingdom,K02000001,2001.0,Q4
127753,Former owner occupiers,United Kingdom,K02000001,2001.0,Q4
144766,New dwellings,United Kingdom,K02000001,2002.0,Q1
110690,Other dwellings,United Kingdom,K02000001,2002.0,Q1
113496,All dwellings,United Kingdom,K02000001,2002.0,Q1
90876,First time buyers,United Kingdom,K02000001,2002.0,Q1
124476,Former owner occupiers,United Kingdom,K02000001,2002.0,Q1
153349,New dwellings,United Kingdom,K02000001,2002.0,Q2
122709,Other dwellings,United Kingdom,K02000001,2002.0,Q2
125750,All dwellings,United Kingdom,K02000001,2002.0,Q2
99640,First time buyers,United Kingdom,K02000001,2002.0,Q2
135856,Former owner occupiers,United Kingdom,K02000001,2002.0,Q2
162951,New dwellings,United Kingdom,K02000001,2002.0,Q3
132345,Other dwellings,United Kingdom,K02000001,2002.0,Q3
135589,All dwellings,United Kingdom,K02000001,2002.0,Q3
110771,First time buyers,United Kingdom,K02000001,2002.0,Q3
147241,Former owner occupiers,United Kingdom,K02000001,2002.0,Q3
163688,New dwellings,United Kingdom,K02000001,2002.0,Q4
131277,Other dwellings,United Kingdom,K02000001,2002.0,Q4
134269,All dwellings,United Kingdom,K02000001,2002.0,Q4
110666,First time buyers,United Kingdom,K02000001,2002.0,Q4
144208,Former owner occupiers,United Kingdom,K02000001,2002.0,Q4
161373,New dwellings,United Kingdom,K02000001,2003.0,Q1
132116,Other dwellings,United Kingdom,K02000001,2003.0,Q1
133711,All dwellings,United Kingdom,K02000001,2003.0,Q1
104591,First time buyers,United Kingdom,K02000001,2003.0,Q1
142362,Former owner occupiers,United Kingdom,K02000001,2003.0,Q1
179293,New dwellings,United Kingdom,K02000001,2003.0,Q2
138649,Other dwellings,United Kingdom,K02000001,2003.0,Q2
141819,All dwellings,United Kingdom,K02000001,2003.0,Q2
108591,First time buyers,United Kingdom,K02000001,2003.0,Q2
152644,Former owner occupiers,United Kingdom,K02000001,2003.0,Q2
195626,New dwellings,United Kingdom,K02000001,2003.0,Q3
160244,Other dwellings,United Kingdom,K02000001,2003.0,Q3
162121,All dwellings,United Kingdom,K02000001,2003.0,Q3
114109,First time buyers,United Kingdom,K02000001,2003.0,Q3
171697,Former owner occupiers,United Kingdom,K02000001,2003.0,Q3
198188,New dwellings,United Kingdom,K02000001,2003.0,Q4
164282,Other dwellings,United Kingdom,K02000001,2003.0,Q4
166208,All dwellings,United Kingdom,K02000001,2003.0,Q4
118680,First time buyers,United Kingdom,K02000001,2003.0,Q4
176149,Former owner occupiers,United Kingdom,K02000001,2003.0,Q4
203835,New dwellings,United Kingdom,K02000001,2004.0,Q1
166515,Other dwellings,United Kingdom,K02000001,2004.0,Q1
168928,All dwellings,United Kingdom,K02000001,2004.0,Q1
121840,First time buyers,United Kingdom,K02000001,2004.0,Q1
179898,Former owner occupiers,United Kingdom,K02000001,2004.0,Q1
208054,New dwellings,United Kingdom,K02000001,2004.0,Q2
173827,Other dwellings,United Kingdom,K02000001,2004.0,Q2
177128,All dwellings,United Kingdom,K02000001,2004.0,Q2
129866,First time buyers,United Kingdom,K02000001,2004.0,Q2
186432,Former owner occupiers,United Kingdom,K02000001,2004.0,Q2
215261,New dwellings,United Kingdom,K02000001,2004.0,Q3
185559,Other dwellings,United Kingdom,K02000001,2004.0,Q3
189139,All dwellings,United Kingdom,K02000001,2004.0,Q3
137341,First time buyers,United Kingdom,K02000001,2004.0,Q3
200099,Former owner occupiers,United Kingdom,K02000001,2004.0,Q3
205263,New dwellings,United Kingdom,K02000001,2004.0,Q4
182340,Other dwellings,United Kingdom,K02000001,2004.0,Q4
185797,All dwellings,United Kingdom,K02000001,2004.0,Q4
137724,First time buyers,United Kingdom,K02000001,2004.0,Q4
197502,Former owner occupiers,United Kingdom,K02000001,2004.0,Q4
210836,New dwellings,United Kingdom,K02000001,2005.0,Q1
182117,Other dwellings,United Kingdom,K02000001,2005.0,Q1
185194,All dwellings,United Kingdom,K02000001,2005.0,Q1
138679,First time buyers,United Kingdom,K02000001,2005.0,Q1
197051,Former owner occupiers,United Kingdom,K02000001,2005.0,Q1
209872,New dwellings,United Kingdom,K02000001,2005.0,Q2
186694,Other dwellings,United Kingdom,K02000001,2005.0,Q2
189852,All dwellings,United Kingdom,K02000001,2005.0,Q2
144509,First time buyers,United Kingdom,K02000001,2005.0,Q2
200189,Former owner occupiers,United Kingdom,K02000001,2005.0,Q2
212554,New dwellings,United Kingdom,K02000001,2005.0,Q3
196853,Other dwellings,United Kingdom,K02000001,2005.0,Q3
199051,All dwellings,United Kingdom,K02000001,2005.0,Q3
146267,First time buyers,United Kingdom,K02000001,2005.0,Q3
216512,Former owner occupiers,United Kingdom,K02000001,2005.0,Q3
213401,New dwellings,United Kingdom,K02000001,2005.0,Q4
187828,Other dwellings,United Kingdom,K02000001,2005.0,Q4
188944,All dwellings,United Kingdom,K02000001,2005.0,Q4
135742,First time buyers,United Kingdom,K02000001,2005.0,Q4
223465,Former owner occupiers,United Kingdom,K02000001,2005.0,Q4
221511,New dwellings,United Kingdom,K02000001,2006.0,Q1
192330,Other dwellings,United Kingdom,K02000001,2006.0,Q1
193421,All dwellings,United Kingdom,K02000001,2006.0,Q1
137567,First time buyers,United Kingdom,K02000001,2006.0,Q1
228853,Former owner occupiers,United Kingdom,K02000001,2006.0,Q1
222294,New dwellings,United Kingdom,K02000001,2006.0,Q2
198378,Other dwellings,United Kingdom,K02000001,2006.0,Q2
199482,All dwellings,United Kingdom,K02000001,2006.0,Q2
143748,First time buyers,United Kingdom,K02000001,2006.0,Q2
232411,Former owner occupiers,United Kingdom,K02000001,2006.0,Q2
220973,New dwellings,United Kingdom,K02000001,2006.0,Q3
213627,Other dwellings,United Kingdom,K02000001,2006.0,Q3
214028,All dwellings,United Kingdom,K02000001,2006.0,Q3
151535,First time buyers,United Kingdom,K02000001,2006.0,Q3
249176,Former owner occupiers,United Kingdom,K02000001,2006.0,Q3
222399,New dwellings,United Kingdom,K02000001,2006.0,Q4
211574,Other dwellings,United Kingdom,K02000001,2006.0,Q4
212322,All dwellings,United Kingdom,K02000001,2006.0,Q4
151030,First time buyers,United Kingdom,K02000001,2006.0,Q4
245728,Former owner occupiers,United Kingdom,K02000001,2006.0,Q4
220956,New dwellings,United Kingdom,K02000001,2007.0,Q1
217128,Other dwellings,United Kingdom,K02000001,2007.0,Q1
217364,All dwellings,United Kingdom,K02000001,2007.0,Q1
154207,First time buyers,United Kingdom,K02000001,2007.0,Q1
253074,Former owner occupiers,United Kingdom,K02000001,2007.0,Q1
225845,New dwellings,United Kingdom,K02000001,2007.0,Q2
218216,Other dwellings,United Kingdom,K02000001,2007.0,Q2
218724,All dwellings,United Kingdom,K02000001,2007.0,Q2
158752,First time buyers,United Kingdom,K02000001,2007.0,Q2
252332,Former owner occupiers,United Kingdom,K02000001,2007.0,Q2
223938.68271141103,New dwellings,United Kingdom,K02000001,2007.0,Q3
232546.34043215573,Other dwellings,United Kingdom,K02000001,2007.0,Q3
232033.33350414629,All dwellings,United Kingdom,K02000001,2007.0,Q3
164434.49972843766,First time buyers,United Kingdom,K02000001,2007.0,Q3
267852.54055797093,Former owner occupiers,United Kingdom,K02000001,2007.0,Q3
226780.26338526848,New dwellings,United Kingdom,K02000001,2007.0,Q4
225363.18515183122,Other dwellings,United Kingdom,K02000001,2007.0,Q4
2255006728522375,All dwellings,United Kingdom,K02000001,2007.0,Q4
160581.20185406198,First time buyers,United Kingdom,K02000001,2007.0,Q4
260577.19443186218,Former owner occupiers,United Kingdom,K02000001,2007.0,Q4
2267820523024556,New dwellings,United Kingdom,K02000001,2008.0,Q1
227143.7555896754,Other dwellings,United Kingdom,K02000001,2008.0,Q1
227124.94205953515,All dwellings,United Kingdom,K02000001,2008.0,Q1
160757.92152243113,First time buyers,United Kingdom,K02000001,2008.0,Q1
264354.109408294,Former owner occupiers,United Kingdom,K02000001,2008.0,Q1
231784.64830531483,New dwellings,United Kingdom,K02000001,2008.0,Q2
228080.34839565516,Other dwellings,United Kingdom,K02000001,2008.0,Q2
228354.36087571122,All dwellings,United Kingdom,K02000001,2008.0,Q2
166416.79612443785,First time buyers,United Kingdom,K02000001,2008.0,Q2
261595.14833908985,Former owner occupiers,United Kingdom,K02000001,2008.0,Q2
223164978618091,New dwellings,United Kingdom,K02000001,2008.0,Q3
234259.31485816828,Other dwellings,United Kingdom,K02000001,2008.0,Q3
233498.54092882635,All dwellings,United Kingdom,K02000001,2008.0,Q3
167964.76507273692,First time buyers,United Kingdom,K02000001,2008.0,Q3
268348.17232213,Former owner occupiers,United Kingdom,K02000001,2008.0,Q3
202934.27046633253,New dwellings,United Kingdom,K02000001,2008.0,Q4
223751.57471518256,Other dwellings,United Kingdom,K02000001,2008.0,Q4
222082.84145447993,All dwellings,United Kingdom,K02000001,2008.0,Q4
157692.1275550593,First time buyers,United Kingdom,K02000001,2008.0,Q4
257223.27038343748,Former owner occupiers,United Kingdom,K02000001,2008.0,Q4
192904.26625998935,New dwellings,United Kingdom,K02000001,2009.0,Q1
218557.6692389796,Other dwellings,United Kingdom,K02000001,2009.0,Q1
2169778275412885,All dwellings,United Kingdom,K02000001,2009.0,Q1
155040.7395315457,First time buyers,United Kingdom,K02000001,2009.0,Q1
255074.1370148115,Former owner occupiers,United Kingdom,K02000001,2009.0,Q1
192122.56972023277,New dwellings,United Kingdom,K02000001,2009.0,Q2
217821461390503,Other dwellings,United Kingdom,K02000001,2009.0,Q2
215730.76285760998,All dwellings,United Kingdom,K02000001,2009.0,Q2
157500.18642117313,First time buyers,United Kingdom,K02000001,2009.0,Q2
248761.92787196508,Former owner occupiers,United Kingdom,K02000001,2009.0,Q2
203274.2547990774,New dwellings,United Kingdom,K02000001,2009.0,Q3
238526.15002822495,Other dwellings,United Kingdom,K02000001,2009.0,Q3
236415.50521270093,All dwellings,United Kingdom,K02000001,2009.0,Q3
172481.8668752864,First time buyers,United Kingdom,K02000001,2009.0,Q3
269811.7432799866,Former owner occupiers,United Kingdom,K02000001,2009.0,Q3
208362.49930906598,New dwellings,United Kingdom,K02000001,2009.0,Q4
236878.68423141216,Other dwellings,United Kingdom,K02000001,2009.0,Q4
235133.51468358107,All dwellings,United Kingdom,K02000001,2009.0,Q4
177023.99652338447,First time buyers,United Kingdom,K02000001,2009.0,Q4
264587.4013778862,Former owner occupiers,United Kingdom,K02000001,2009.0,Q4
209553.4217727175,New dwellings,United Kingdom,K02000001,2010.0,Q1
2556842498349955,Other dwellings,United Kingdom,K02000001,2010.0,Q1
253391.36410011948,All dwellings,United Kingdom,K02000001,2010.0,Q1
185043.71168503046,First time buyers,United Kingdom,K02000001,2010.0,Q1
286034.6322041556,Former owner occupiers,United Kingdom,K02000001,2010.0,Q1
213500.140080279,New dwellings,United Kingdom,K02000001,2010.0,Q2
251839.54109643074,Other dwellings,United Kingdom,K02000001,2010.0,Q2
249182.22626233308,All dwellings,United Kingdom,K02000001,2010.0,Q2
1862285370050063,First time buyers,United Kingdom,K02000001,2010.0,Q2
279606.77020245226,Former owner occupiers,United Kingdom,K02000001,2010.0,Q2
213709.52486558308,New dwellings,United Kingdom,K02000001,2010.0,Q3
260544.36163526107,Other dwellings,United Kingdom,K02000001,2010.0,Q3
258083.94676400896,All dwellings,United Kingdom,K02000001,2010.0,Q3
187200.6641923129,First time buyers,United Kingdom,K02000001,2010.0,Q3
293043.4567233235,Former owner occupiers,United Kingdom,K02000001,2010.0,Q3
217651.3669064527,New dwellings,United Kingdom,K02000001,2010.0,Q4
248334.87279885946,Other dwellings,United Kingdom,K02000001,2010.0,Q4
244040.10197546892,All dwellings,United Kingdom,K02000001,2010.0,Q4
176526.25882685234,First time buyers,United Kingdom,K02000001,2010.0,Q4
278460.5248862487,Former owner occupiers,United Kingdom,K02000001,2010.0,Q4
208197.4531953536,New dwellings,United Kingdom,K02000001,2011.0,Q1
249566.91254510486,Other dwellings,United Kingdom,K02000001,2011.0,Q1
244164.1562970271,All dwellings,United Kingdom,K02000001,2011.0,Q1
1765647728825594,First time buyers,United Kingdom,K02000001,2011.0,Q1
282099.1665815011,Former owner occupiers,United Kingdom,K02000001,2011.0,Q1
220543.43698776225,New dwellings,United Kingdom,K02000001,2011.0,Q2
243146.39834296863,Other dwellings,United Kingdom,K02000001,2011.0,Q2
240280.56587633517,All dwellings,United Kingdom,K02000001,2011.0,Q2
178923.69584775055,First time buyers,United Kingdom,K02000001,2011.0,Q2
273695.70044214244,Former owner occupiers,United Kingdom,K02000001,2011.0,Q2
230624.30621662285,New dwellings,United Kingdom,K02000001,2011.0,Q3
255887.41019773748,Other dwellings,United Kingdom,K02000001,2011.0,Q3
254434.53236432464,All dwellings,United Kingdom,K02000001,2011.0,Q3
185953.4085534457,First time buyers,United Kingdom,K02000001,2011.0,Q3
288839.1445388693,Former owner occupiers,United Kingdom,K02000001,2011.0,Q3
233971.6684716657,New dwellings,United Kingdom,K02000001,2011.0,Q4
2423013666666665,Other dwellings,United Kingdom,K02000001,2011.0,Q4
242397.10333333336,All dwellings,United Kingdom,K02000001,2011.0,Q4
176994.8882075953,First time buyers,United Kingdom,K02000001,2011.0,Q4
276279.55148196773,Former owner occupiers,United Kingdom,K02000001,2011.0,Q4
227222.15968688228,New dwellings,United Kingdom,K02000001,2012.0,Q1
239877.33719215324,Other dwellings,United Kingdom,K02000001,2012.0,Q1
239364.46363072758,All dwellings,United Kingdom,K02000001,2012.0,Q1
178999.7951883079,First time buyers,United Kingdom,K02000001,2012.0,Q1
276194.86010776815,Former owner occupiers,United Kingdom,K02000001,2012.0,Q1
2309051256626486,New dwellings,United Kingdom,K02000001,2012.0,Q2
244586.27773160537,Other dwellings,United Kingdom,K02000001,2012.0,Q2
244142.55429411647,All dwellings,United Kingdom,K02000001,2012.0,Q2
180176.10637683226,First time buyers,United Kingdom,K02000001,2012.0,Q2
277431.27260599047,Former owner occupiers,United Kingdom,K02000001,2012.0,Q2
231674.46503333337,New dwellings,United Kingdom,K02000001,2012.0,Q3
254858.54906666666,Other dwellings,United Kingdom,K02000001,2012.0,Q3
253874.27496666668,All dwellings,United Kingdom,K02000001,2012.0,Q3
185697.39413333335,First time buyers,United Kingdom,K02000001,2012.0,Q3
293263.9090666667,Former owner occupiers,United Kingdom,K02000001,2012.0,Q3
232433.69726666666,New dwellings,United Kingdom,K02000001,2012.0,Q4
248273.97799999997,Other dwellings,United Kingdom,K02000001,2012.0,Q4
246747.61576666668,All dwellings,United Kingdom,K02000001,2012.0,Q4
181796.10516666668,First time buyers,United Kingdom,K02000001,2012.0,Q4
286095.7452333334,Former owner occupiers,United Kingdom,K02000001,2012.0,Q4
228565.5812108321,New dwellings,United Kingdom,K02000001,2013.0,Q1
243667.52041259888,Other dwellings,United Kingdom,K02000001,2013.0,Q1
243412.22868479206,All dwellings,United Kingdom,K02000001,2013.0,Q1
180404.23442040812,First time buyers,United Kingdom,K02000001,2013.0,Q1
285635.3080378399,Former owner occupiers,United Kingdom,K02000001,2013.0,Q1
242077.40530059327,New dwellings,United Kingdom,K02000001,2013.0,Q2
244392.60403720735,Other dwellings,United Kingdom,K02000001,2013.0,Q2
244525.40132181684,All dwellings,United Kingdom,K02000001,2013.0,Q2
188593.98713149855,First time buyers,United Kingdom,K02000001,2013.0,Q2
284675.1778953241,Former owner occupiers,United Kingdom,K02000001,2013.0,Q2
242963.47594115612,New dwellings,United Kingdom,K02000001,2013.0,Q3
2610466177148272,Other dwellings,United Kingdom,K02000001,2013.0,Q3
260248.8820303046,All dwellings,United Kingdom,K02000001,2013.0,Q3
196208.261465201,First time buyers,United Kingdom,K02000001,2013.0,Q3
301768.69285495154,Former owner occupiers,United Kingdom,K02000001,2013.0,Q3
244503.46664814197,New dwellings,United Kingdom,K02000001,2013.0,Q4
256008.42332203733,Other dwellings,United Kingdom,K02000001,2013.0,Q4
254884.4424873028,All dwellings,United Kingdom,K02000001,2013.0,Q4
